"taxonomy","standard_length","body_mass","VolumeD"
"Siganus_rivulatus",118,36,5.88989449038683
"Siganus_rivulatus",121,58,11.2231880795631
"Siganus_rivulatus",130,48,9.0970014049705
"Siganus_rivulatus",112,20,2.10543525242204
"Siganus_rivulatus",111,31,4.43871612062877
"Siganus_rivulatus",128,45,6.28445451981183
"Siganus_rivulatus",118,34,4.61749640072507
"Siganus_rivulatus",129,52,8.23460502199838
"Siganus_rivulatus",129,44,6.29548885243215
